filename	acq_time	operator	randstr
anat/sub-13_ses-01_acq-orig_T1w.nii.gz	2020-02-26T11:56:38	n/a	d99de193
anat/sub-13_ses-01_acq-hcHighres_T1w.nii.gz	2020-02-26T12:02:36	n/a	7ec1ef76
func/sub-13_ses-01_task-feedBES_run-001_bold.nii.gz	2020-02-26T12:05:48	n/a	d27a9583
fmap/sub-13_ses-01_acq-feedBES_dir-AP_epi.nii.gz	2020-02-26T12:21:27	n/a	09201439
fmap/sub-13_ses-01_acq-feedBES_dir-PA_epi.nii.gz	2020-02-26T12:22:21	n/a	358506a4
func/sub-13_ses-01_task-feedBES_run-002_bold.nii.gz	2020-02-26T12:23:08	n/a	a615baf4
func/sub-13_ses-01_task-tarmap_bold.nii.gz	2020-02-26T12:37:52	n/a	adfeb309
